일련번호,보유기술
DEV22311,Delphi;HTML/CSS;JavaScript;SQL;AWS
DEV22312,Clojure;Haskell;Python;Rust;Ansible;Docker;Homebrew;AWS;DigitalOcean;Google Cloud;Microsoft Azure;Cassandra;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite
DEV22313,HTML/CSS;JavaScript;Python;R;Ansible;Chef;Docker;Homebrew;npm;Gatsby;Next.js;React.js;Firebase;Neo4j;Firebase Realtime Database
DEV22314,Java;Kotlin;Homebrew;AWS;MongoDB;MySQL;Redis;SQLite
DEV22315,Python;Docker;Django;Flask;Laravel;AWS;DigitalOcean;Firebase;Google Cloud;Heroku;IBM Cloud or Watson;Cloud Firestore;MySQL;PostgreSQL;Redis;SQLite
DEV22316,Java;PHP;SQL;Firebase;Google Cloud;Heroku;MySQL;SQLite
DEV22317,C;C++;Docker
DEV22318,Bash/Shell;HTML/CSS;JavaScript;PHP;Ruby;Ruby on Rails;AWS;DigitalOcean;OVH;MySQL;PostgreSQL;Redis
DEV22319,Django;Vue.js
DEV22320,Assembly;C;C++;Java;JavaScript;Unreal Engine;AWS;MySQL;SQLite
DEV22321,JavaScript;Python;TypeScript;Ansible;Docker;npm;Terraform;Django;FastAPI;Flask;React.js;AWS;DigitalOcean;Google Cloud;Heroku;Linode;Elasticsearch;PostgreSQL;Redis;SQLite
DEV22322,HTML/CSS;JavaScript;PHP;TypeScript;Ansible;Docker;npm;Yarn;jQuery;Next.js;Node.js;React.js;AWS;Google Cloud;MongoDB;MySQL;PostgreSQL;SQLite
DEV22323,Bash/Shell;C++;Haskell;Java;JavaScript;Python;Rust;Scala;SQL;TypeScript;Homebrew;PostgreSQL;Redis
DEV22324,C#;HTML/CSS;JavaScript;SQL;TypeScript;Angular;ASP.NET;ASP.NET Core ;DigitalOcean;Firebase;Microsoft SQL Server
DEV22325,Bash/Shell;C;Groovy;HTML/CSS;JavaScript;Python;Rust;TypeScript;Yarn;Node.js;Vue.js;DigitalOcean;Firebase;MariaDB;Firebase Realtime Database
DEV22326,HTML/CSS;JavaScript;Python;Swift;TypeScript;Docker;Homebrew;Yarn;FastAPI;React.js;AWS;DynamoDB
DEV22327,Bash/Shell;Go;Java;Ruby;Ansible;Terraform;Ruby on Rails;DigitalOcean;Microsoft Azure;MySQL
DEV22328,Bash/Shell;C;C++;Python
DEV22329,Java;JavaScript;Kotlin;Kubernetes;jQuery;Managed Hosting;PostgreSQL
DEV22330,C++;Ansible;Docker;VMware;MongoDB;PostgreSQL;Redis;SQLite
DEV22331,Java;Ruby;Rust;Ansible;Chef;Homebrew;Kubernetes;Terraform;AWS;DigitalOcean;SQLite
DEV22332,Go;JavaScript;Lua;PHP;Rust;SQL;TypeScript;Docker;Kubernetes;Deno;Express;Node.js;Vue.js;AWS;DigitalOcean;Cassandra;DynamoDB;MariaDB;MongoDB;PostgreSQL;Redis
DEV22333,C++
DEV22334,Delphi;PowerShell;SQL;Docker;MariaDB;Microsoft SQL Server;Oracle;SQLite
DEV22335,HTML/CSS;Java;JavaScript;SQL;Swift;npm;Angular;jQuery;MySQL;Oracle
DEV22336,JavaScript;Objective-C;Python;Swift;Homebrew;npm;Unity 3D;Django;AWS;Firebase;Cloud Firestore;MongoDB;Firebase Realtime Database;SQLite
DEV22337,C#;JavaScript;SQL;TypeScript;Docker;Kubernetes;Terraform;ASP.NET Core ;React.js;AWS;Elasticsearch;MariaDB;Microsoft SQL Server
DEV22338,HTML/CSS;JavaScript;PHP;Docker;Homebrew;npm;jQuery;Laravel;Node.js;Microsoft Azure;MongoDB;MySQL;Redis
DEV22339,Java;Python;SQL;Docker;Flask;Microsoft SQL Server;Oracle;PostgreSQL
DEV22340,Python;TypeScript;Yarn;AWS;DynamoDB;PostgreSQL
DEV22341,Bash/Shell;Kotlin;TypeScript;Docker;Kubernetes;Yarn;Express;Node.js;Nuxt.js;Vue.js;AWS;Microsoft Azure;PostgreSQL
DEV22342,Bash/Shell;HTML/CSS;JavaScript;Ruby;SQL;Docker;Homebrew;Ruby on Rails;PostgreSQL
DEV22343,C#;Kubernetes;ASP.NET Core ;Microsoft Azure;PostgreSQL;SQLite
DEV22344,HTML/CSS;Java;JavaScript;PHP;Python;SQL;Flask;jQuery;Laravel;AWS;MySQL;SQLite
DEV22345,C;C++;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;Homebrew;npm;Yarn;Gatsby;Next.js;Node.js;React.js;DigitalOcean;Firebase;Microsoft Azure;Cloud Firestore;MariaDB;MySQL;PostgreSQL;Redis;SQLite
DEV22346,C++;Java;JavaScript;npm;Angular.js;Node.js;React.js;MongoDB;MySQL
DEV22347,Bash/Shell;Go;Python;Docker;Kubernetes;Django;FastAPI;Flask;AWS;DigitalOcean;Elasticsearch;Redis
DEV22348,Bash/Shell;HTML/CSS;JavaScript;Python;Ruby;Docker;Terraform;Yarn;Ruby on Rails;Vue.js;AWS;Heroku;PostgreSQL;Redis
DEV22349,Java;npm;AWS;Firebase;Google Cloud;Elasticsearch;MongoDB;MySQL;Redis
DEV22350,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Docker;Kubernetes;npm;Terraform;jQuery;Node.js;React.js;AWS;IBM DB2;MariaDB;Microsoft SQL Server
DEV22351,C;C++;Python;npm;Unity 3D;Node.js
DEV22352,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;MySQL
DEV22353,Bash/Shell;Python;SQL;Kubernetes;npm;AWS;MySQL;PostgreSQL
DEV22354,C#;PowerShell;R;Ruby;VBA;Ruby on Rails
DEV22355,C++;HTML/CSS;Java;JavaScript;Docker;Kubernetes;Terraform;React.js;Microsoft Azure;VMware;IBM DB2;PostgreSQL
DEV22356,Objective-C;Swift;SQLite
DEV22357,Bash/Shell;Python;Rust;TypeScript;Ansible;Terraform;Linode
DEV22358,HTML/CSS;JavaScript;TypeScript;Flow;Homebrew;npm;Yarn;Angular.js;Node.js;React.js;DigitalOcean;Firebase;Heroku;Cloud Firestore
DEV22359,Go;JavaScript;PHP;SQL;Docker;Laravel;Vue.js;AWS;MySQL;Oracle
DEV22360,C;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript;VBA;npm;Yarn;Django;Express;Flask;Next.js;Node.js;AWS;Cloud Firestore;MongoDB;MySQL;Oracle;PostgreSQL;SQLite
DEV22361,HTML/CSS;Java;JavaScript;Python;SQL;AWS;Google Cloud;Cloud Firestore;MySQL
DEV22362,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift;Docker;Homebrew;Kubernetes;Django;jQuery;Laravel;AWS;Firebase;Google Cloud;MongoDB;MySQL;Firebase Realtime Database;Redis
DEV22363,Bash/Shell;Java;SQL;Docker;Kubernetes;Microsoft SQL Server;Oracle;PostgreSQL
DEV22364,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL;VBA;ASP.NET;jQuery;Microsoft SQL Server;MySQL;Oracle
DEV22365,Bash/Shell;HTML/CSS;Java;JavaScript;SQL;TypeScript;Angular;Microsoft Azure;MongoDB;MySQL
DEV22366,HTML/CSS;JavaScript;SQL;TypeScript;Docker;npm;Express;Node.js;React.js;AWS;Heroku;Elasticsearch;MongoDB;PostgreSQL
DEV22367,Haskell;HTML/CSS;Java;Python
DEV22368,HTML/CSS;JavaScript;PHP;SQL;npm;Yarn;jQuery;Node.js;Symfony;Vue.js;AWS;DigitalOcean;Microsoft SQL Server;MySQL;Redis
DEV22369,JavaScript;PHP;Homebrew;npm;Yarn;Angular;Express;jQuery;Laravel;Node.js;React.js;MySQL
DEV22370,Bash/Shell;Lua;Python;R;SAS
DEV22371,Julia;Python;R;Docker
DEV22372,Bash/Shell;C++;Docker;Oracle
DEV22373,JavaScript;Julia;PowerShell;Python;R;Scala;SQL;Docker;Homebrew;Kubernetes;AWS;Google Cloud;DynamoDB;Elasticsearch;MongoDB;MySQL;SQLite
DEV22374,C#;HTML/CSS;JavaScript;SQL;Angular;ASP.NET;ASP.NET Core ;jQuery;Google Cloud;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;SQLite
DEV22375,Go;JavaScript;Docker;Homebrew;npm;Terraform;Fastify;Node.js;AWS;DigitalOcean;Heroku;MongoDB;PostgreSQL
DEV22376,C;C#;PowerShell;Python;R;SQL;Ansible;Docker;Kubernetes;Angular;ASP.NET;Django;Express;Laravel;Node.js;React.js;Ruby on Rails;AWS;DigitalOcean;Google Cloud;Heroku;Microsoft Azure;Cloud Firestore;MongoDB;MySQL;Oracle;SQLite
DEV22377,C;HTML/CSS;Java;JavaScript;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Yarn;Angular;Angular.js;Express;jQuery;Next.js;Node.js;Nuxt.js;React.js;Vue.js;Firebase;Heroku;Microsoft Azure;Cloud Firestore;DynamoDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL
DEV22378,C;C++;JavaScript;MATLAB;Python;SQL;TypeScript;VBA;npm;ASP.NET;ASP.NET Core ;Node.js;React.js;Microsoft Azure;Microsoft SQL Server;SQLite
DEV22379,Java;Python;SQL;Docker;Kubernetes;Microsoft Azure;Microsoft SQL Server;Redis
DEV22380,Bash/Shell;HTML/CSS;JavaScript;Python;Rust;SQL;Ansible;Docker;npm;Yarn;Django;Drupal;jQuery;AWS;VMware;MariaDB;MySQL;PostgreSQL
DEV22381,C#;PowerShell;Docker;Terraform;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;Redis
DEV22382,Bash/Shell;C;C#;C++;Erlang;Go;HTML/CSS;Java;JavaScript;Lua;Perl;PHP;PowerShell;Python;Ruby;Rust;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Django;FastAPI;Flask;Node.js;React.js;Vue.js;AWS;Colocation;DigitalOcean;Google Cloud;Heroku;Managed Hosting;Microsoft Azure;VMware;Cassandra;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite
DEV22383,Bash/Shell;C;C#;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL;Swift;TypeScript;Docker;Homebrew;npm;Unity 3D;Angular;ASP.NET;ASP.NET Core ;Deno;Node.js;Svelte;Microsoft Azure;Elasticsearch;Microsoft SQL Server;SQLite
DEV22384,HTML/CSS;JavaScript;SQL;TypeScript;Docker;Homebrew;npm;Express;Next.js;Node.js;React.js;Google Cloud;Elasticsearch;MongoDB;MySQL;Redis
DEV22385,Bash/Shell;C++;Dart;HTML/CSS;JavaScript;Python;TypeScript;Unity 3D;Unreal Engine;Svelte;Vue.js;Firebase;Cloud Firestore
DEV22386,HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript;Docker;Homebrew;npm;Terraform;Angular;AWS;MariaDB;Microsoft SQL Server;MySQL;Redis
DEV22387,HTML/CSS;JavaScript;Docker;npm;React.js;MariaDB;MySQL
DEV22388,Clojure;Dart;Groovy;HTML/CSS;Kotlin;Python;TypeScript;Docker;Homebrew;Kubernetes;npm;Terraform;Angular;Angular.js;Vue.js;AWS;Firebase;Google Cloud;DynamoDB;PostgreSQL
DEV22389,Bash/Shell;C++;Python;Docker;AWS;Google Cloud;SQLite
DEV22390,Bash/Shell;Haskell;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;SQL;TypeScript;Ansible;Docker;npm;Yarn;Express;jQuery;Next.js;Node.js;React.js;Ruby on Rails;DigitalOcean;PostgreSQL;Redis;SQLite
DEV22391,Delphi;HTML/CSS;PowerShell;Drupal;Microsoft Azure;VMware;MySQL;Oracle
DEV22392,Java;JavaScript;PowerShell;SQL;Docker;npm;React.js;Microsoft Azure;Microsoft SQL Server;Oracle;PostgreSQL
DEV22393,C;C#;C++;JavaScript;VBA;Docker;Kubernetes;npm;Angular;Angular.js;ASP.NET;ASP.NET Core ;Blazor;Express;Next.js;Node.js;Vue.js;Heroku;Microsoft Azure;DynamoDB;MongoDB;MySQL;PostgreSQL;Redis
DEV22394,Delphi;SQL;SQLite
DEV22395,C#;HTML/CSS;JavaScript;Python;TypeScript;Docker;npm;Yarn;Angular;ASP.NET;ASP.NET Core ;Express;Next.js;Node.js;React.js;Microsoft Azure;Couchbase;CouchDB;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite
DEV22396,HTML/CSS;JavaScript;Python;Node.js
DEV22397,Bash/Shell;Go;Java;MATLAB;PHP;SQL;TypeScript;Docker;Homebrew;jQuery;Laravel;React.js;AWS;DigitalOcean;MariaDB;MongoDB;MySQL
DEV22398,C#;HTML/CSS;JavaScript;SQL;ASP.NET Core ;Blazor;jQuery;Microsoft Azure;Microsoft SQL Server
DEV22399,Bash/Shell;Go;HTML/CSS;JavaScript;PHP;Scala;SQL;TypeScript;Ansible;Docker;Kubernetes;npm;Yarn;Express;Flask;jQuery;Node.js;React.js;Symfony;AWS;DigitalOcean;Microsoft Azure;OVH;Cassandra;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite
DEV22400,Bash/Shell;Haskell;HTML/CSS;Python;Scala;TypeScript;npm;Terraform;React.js;Google Cloud;PostgreSQL
DEV22401,C;C++;HTML/CSS;Java;Python;SQL;Swift;AWS;DynamoDB;MongoDB;MySQL
DEV22402,Assembly;Bash/Shell;C;C++;Lua;PowerShell;Python
DEV22403,JavaScript;Ruby;SQL;Docker;Homebrew;jQuery;Ruby on Rails;AWS;Google Cloud;MariaDB;MySQL;PostgreSQL;Redis
DEV22404,Java;JavaScript;Docker;Homebrew;Kubernetes;npm;Angular.js;jQuery;Node.js;AWS;Firebase;Google Cloud;Cloud Firestore;Elasticsearch;IBM DB2;MongoDB;MySQL;Oracle;PostgreSQL
DEV22405,C;Crystal;Fortran;Go;Lua;MATLAB;PowerShell;Python;Rust;Colocation;DigitalOcean;Microsoft Azure
DEV22406,C++;React.js;Firebase;MySQL
DEV22407,Java;Docker;MySQL
DEV22408,Bash/Shell;Java;Python;SQL;VBA;Docker;AWS;Microsoft SQL Server
DEV22409,C#;HTML/CSS;Java;PowerShell;SQL;Docker;Kubernetes;ASP.NET Core ;Microsoft SQL Server;MySQL;Oracle
DEV22410,Bash/Shell;Java;Python;SQL;Docker;Oracle
DEV22411,Delphi;MariaDB;MongoDB;MySQL;PostgreSQL
DEV22412,C#;Kotlin;VBA;Blazor;Microsoft SQL Server
DEV22413,HTML/CSS;JavaScript;TypeScript;Docker;Homebrew;npm;Yarn;Express;Next.js;Node.js;React.js;AWS;DigitalOcean;Firebase;Google Cloud;Heroku;Cloud Firestore;MongoDB;MySQL;Firebase Realtime Database
DEV22414,C;C#;C++;VBA;ASP.NET;Microsoft SQL Server;SQLite
DEV22415,C#;JavaScript;Python;SQL;Unity 3D;AWS;Microsoft Azure
DEV22416,C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;Docker;Homebrew;npm;Yarn;ASP.NET Core ;Express;jQuery;Node.js;React.js;Ruby on Rails;Firebase;Google Cloud;Heroku;Microsoft Azure;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite
DEV22417,JavaScript;PHP;Laravel;Next.js;Node.js;React.js;AWS;DigitalOcean
DEV22418,Bash/Shell;JavaScript;Kotlin;Python;R;Ruby;SQL;Django;React.js;AWS;DigitalOcean;Google Cloud;Neo4j;PostgreSQL;SQLite
DEV22419,Assembly;Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;Docker;npm;Unity 3D;AWS;SQLite
DEV22420,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Docker;npm;Angular;FastAPI;Flask;Next.js;React.js;Svelte;Vue.js;DigitalOcean;Heroku;PostgreSQL
DEV22421,Dart;Kotlin;Express;Node.js;Firebase;Cloud Firestore;Firebase Realtime Database;SQLite
DEV22422,Go;Python;Ansible;Docker;MySQL;SQLite
DEV22423,C#;Go;Java;Scala;TypeScript;Docker;Kubernetes;npm;Terraform;Yarn;ASP.NET Core ;Next.js;React.js;AWS;Firebase;DynamoDB;PostgreSQL;Firebase Realtime Database;Redis
DEV22424,Bash/Shell;Haskell;HTML/CSS;JavaScript;Rust;TypeScript;Docker;Homebrew;npm;Yarn;Express;Next.js;Node.js;React.js;AWS;DigitalOcean;MariaDB;PostgreSQL
DEV22425,Bash/Shell;C#;Haskell;HTML/CSS;Java;JavaScript;PowerShell;Python;npm;ASP.NET;ASP.NET Core ;Flask;jQuery;React.js;Heroku;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;SQLite
DEV22426,Java;JavaScript;Kotlin;SQL;TypeScript;Docker;Kubernetes;npm;Express;Node.js;AWS;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis
DEV22427,JavaScript;TypeScript;Docker;Kubernetes;npm;Yarn;Angular;Django;Express;Node.js;React.js;AWS;Firebase;Cloud Firestore;DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis
DEV22428,C#;HTML/CSS;JavaScript;Python;TypeScript;Docker;npm;ASP.NET Core ;Next.js;Node.js;React.js;AWS;Firebase;DynamoDB;Elasticsearch;PostgreSQL;Firebase Realtime Database;Redis
DEV22429,Clojure;HTML/CSS;JavaScript;TypeScript;Docker;Terraform;Express;Next.js;Node.js;React.js;AWS;DigitalOcean;Heroku
DEV22430,C#;HTML/CSS;JavaScript;TypeScript;Docker;npm;Angular;ASP.NET Core ;React.js;AWS;Microsoft Azure;MariaDB;Microsoft SQL Server
DEV22431,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;npm;Angular;jQuery;MySQL
DEV22432,Delphi;HTML/CSS;JavaScript;PHP;SQL;Django;Microsoft SQL Server
DEV22433,Bash/Shell;Python;R;SQL;Microsoft SQL Server;Oracle
DEV22434,Clojure;Python;Scala;AWS;Google Cloud;DynamoDB
DEV22435,C#;SQL;VBA;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;SQLite
DEV22436,Clojure;Java;SQL;Docker;Homebrew;Kubernetes;AWS;PostgreSQL;Redis
DEV22437,Java;Kotlin;Objective-C;Swift;Firebase;Google Cloud;MySQL;SQLite
DEV22438,C#;Java;JavaScript;ASP.NET Core ;Blazor;Vue.js;Microsoft SQL Server;PostgreSQL;SQLite
DEV22439,MATLAB;Python;MySQL
DEV22440,HTML/CSS;JavaScript;PHP;TypeScript;npm;Angular;jQuery;Node.js;AWS;DigitalOcean;Firebase;Google Cloud;MySQL
DEV22441,Python;Docker;Homebrew;Kubernetes;Django;FastAPI;Flask;AWS;Google Cloud;Microsoft Azure;DynamoDB;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis
DEV22442,C++;Python
DEV22443,Java;Kotlin;Firebase;SQLite
DEV22444,Python;Docker;SQLite
DEV22445,C;C++;Java;R;npm;Django;Express;Flask;Node.js;React.js;AWS;Firebase;Heroku;VMware;Microsoft SQL Server;MongoDB;MySQL
DEV22446,HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;npm;Django;FastAPI;Flask;jQuery;React.js;Ruby on Rails;AWS;Google Cloud;PostgreSQL
DEV22447,Bash/Shell;Java;Kotlin;SQL;Ansible;Docker;Homebrew;Kubernetes;npm;Vue.js;Microsoft Azure;PostgreSQL
DEV22448,C#;HTML/CSS;JavaScript;SQL;TypeScript;npm;Angular;Microsoft Azure;Microsoft SQL Server
DEV22449,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;Docker;Kubernetes;Terraform;Yarn;ASP.NET;ASP.NET Core ;jQuery;AWS;Microsoft Azure;Microsoft SQL Server
DEV22450,Groovy;Java;Kotlin;SQL;Docker;npm;AWS;Microsoft Azure;MongoDB;MySQL;PostgreSQL;Redis
DEV22451,Bash/Shell;JavaScript;PowerShell;SQL;TypeScript;Docker;Kubernetes;npm;Terraform;Node.js;AWS;DigitalOcean;Microsoft Azure;Microsoft SQL Server;Redis
DEV22452,C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Docker;Kubernetes;npm;Unity 3D;Django;Express;Flask;jQuery;Node.js;React.js;DigitalOcean;Firebase;Heroku;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;SQLite
DEV22453,Bash/Shell;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Ansible;Docker;Homebrew;npm;Unity 3D;Angular;ASP.NET Core ;Django;Express;FastAPI;Flask;React.js;AWS;DigitalOcean;Microsoft Azure;Elasticsearch;PostgreSQL;SQLite
DEV22454,HTML/CSS;JavaScript;Perl;SQL;TypeScript;Ansible;Docker;npm;Angular;MySQL;Redis;SQLite
DEV22455,C#;HTML/CSS;JavaScript;SQL;ASP.NET;ASP.NET Core ;Blazor;Microsoft Azure;Microsoft SQL Server
DEV22456,Delphi;JavaScript;PHP;Python;PostgreSQL
DEV22457,Bash/Shell;HTML/CSS;Java;JavaScript;Homebrew;npm;Node.js
DEV22458,Bash/Shell;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;PowerShell;Python;R;SQL;Swift;TypeScript;Docker;Homebrew;Kubernetes;npm;Yarn;Angular;Angular.js;Express;FastAPI;jQuery;Node.js;React.js;Ruby on Rails;Vue.js;AWS;Firebase;Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL;Firebase Realtime Database
DEV22459,C++;Docker;Homebrew
DEV22460,C;C++;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Docker;npm;Terraform;Yarn;Django;Flask;jQuery;AWS;Google Cloud;Elasticsearch;IBM DB2;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite
DEV22461,C#;F#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Docker;Kubernetes;npm;Pulumi;Angular;ASP.NET;ASP.NET Core ;Blazor;jQuery;React.js;Managed Hosting;Microsoft Azure;Microsoft SQL Server;MySQL
DEV22462,Bash/Shell;C#;HTML/CSS;JavaScript;SQL;TypeScript;Docker;Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;Node.js;Vue.js;AWS;Cassandra;MySQL;PostgreSQL;Redis
DEV22463,HTML/CSS;JavaScript;PHP;SQL;Chef;npm;jQuery;Vue.js;AWS;MySQL
DEV22464,Java;JavaScript;Kotlin;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Fastify;Node.js;AWS;MongoDB;PostgreSQL;Redis
DEV22465,Elixir;Go;HTML/CSS;JavaScript;Ruby;SQL;Ansible;Docker;Homebrew;Kubernetes;npm;Yarn;Ruby on Rails;AWS;Google Cloud;Elasticsearch;MySQL;PostgreSQL;Redis
DEV22466,HTML/CSS;JavaScript;PHP;SQL;npm;jQuery;Laravel;React.js;AWS;MariaDB;MySQL
DEV22467,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;PHP;Ruby;Docker;Kubernetes;npm;Unity 3D;Unreal Engine;Yarn;Angular.js;Node.js;Nuxt.js;Ruby on Rails;Vue.js;Firebase;Google Cloud;Cloud Firestore;MySQL;PostgreSQL;Firebase Realtime Database;Redis;SQLite
DEV22468,Java;npm;Angular;Laravel;AWS;IBM DB2;Oracle
DEV22469,C++;Go;Python;Docker;Kubernetes;FastAPI;Google Cloud;Cloud Firestore;PostgreSQL
DEV22470,HTML/CSS;Java;JavaScript;MATLAB;Python;SQL;TypeScript;Ansible;Docker;npm;Angular.js;Express;FastAPI;jQuery;Node.js;React.js;AWS;DigitalOcean;Firebase;Google Cloud;MongoDB;MySQL;Firebase Realtime Database;Redis
DEV22471,Bash/Shell;HTML/CSS;JavaScript;PHP;npm;Angular.js;Express;jQuery;React.js;DigitalOcean;MongoDB;SQLite
DEV22472,Julia;Python
DEV22473,C;C#;HTML/CSS;JavaScript;Objective-C;PHP;Swift;Docker;Homebrew;SQLite
DEV22474,Bash/Shell;JavaScript;PHP;SQL;TypeScript;Docker;Kubernetes;npm;Terraform;Express;jQuery;Node.js;React.js;AWS;Google Cloud;DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis
DEV22475,PHP;Python;npm;MySQL
DEV22476,MATLAB;Python
DEV22477,C#;JavaScript;SQL;TypeScript;VBA;npm;ASP.NET;ASP.NET Core ;Vue.js;Microsoft SQL Server
DEV22478,HTML/CSS;JavaScript;PHP;SQL;npm;Yarn;jQuery;Laravel;Symfony;Vue.js;Heroku;MySQL
DEV22479,C++;Haskell;LISP;TypeScript;Unreal Engine;Yarn;React.js;AWS;Linode;DynamoDB;Redis;SQLite
DEV22480,C;C#;C++;Delphi;Go;Java;JavaScript;SQL;Unity 3D;AWS;DigitalOcean;Firebase;Google Cloud;Microsoft Azure;VMware;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite
DEV22481,HTML/CSS;JavaScript;Ruby;Homebrew;Yarn;Angular.js;jQuery;Ruby on Rails;Linode;PostgreSQL
DEV22482,Assembly;Bash/Shell;C;C++;Groovy;Java;Python;Rust;Docker
DEV22483,HTML/CSS;JavaScript;TypeScript;Homebrew;Angular;Microsoft Azure
DEV22484,Bash/Shell;C#;C++;MATLAB
DEV22485,Java;Kotlin;npm;Node.js;Firebase;Google Cloud;Cloud Firestore;Firebase Realtime Database;SQLite
DEV22486,Bash/Shell;Go;Java;JavaScript;Kotlin;Python;Scala;Docker;Homebrew;Kubernetes;npm;Terraform;Node.js;IBM Cloud or Watson;MySQL;PostgreSQL;Redis;SQLite
DEV22487,Bash/Shell;C;C++;HTML/CSS;JavaScript;Perl;SQL;Docker;Kubernetes;Managed Hosting;OpenStack;PostgreSQL
DEV22488,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL;Homebrew;jQuery;Laravel;Node.js;Vue.js;DigitalOcean;Google Cloud;Linode;MariaDB;MySQL;SQLite
DEV22489,C#;JavaScript;PowerShell;Python;SQL;Swift;TypeScript;Docker;npm;Angular;ASP.NET Core ;Blazor;Microsoft Azure;Elasticsearch;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis
DEV22490,C#;HTML/CSS;Java;JavaScript;Python;SQL;ASP.NET Core ;Django;Express;jQuery;VMware;MySQL;SQLite
DEV22491,Bash/Shell;Go;HTML/CSS;JavaScript;Kotlin;PHP;Rust;SQL;Docker;Terraform;Yarn;Drupal;jQuery;Symfony;AWS;DigitalOcean;OVH;MariaDB;MySQL;PostgreSQL;SQLite
DEV22492,Go;HTML/CSS;JavaScript;PHP;SQL;Docker;Homebrew;Kubernetes;npm;Terraform;jQuery;Laravel;Next.js;React.js;Symfony;AWS;Google Cloud;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis
DEV22493,HTML/CSS;Java;JavaScript;PHP;TypeScript;Docker;npm;Angular;Node.js;MariaDB;Microsoft SQL Server;MongoDB;MySQL
DEV22494,HTML/CSS;JavaScript;npm;Angular;jQuery;Node.js;Vue.js;PostgreSQL
DEV22495,Bash/Shell;JavaScript;PowerShell;Python;Ansible;Docker;Kubernetes;Puppet;Terraform;FastAPI;AWS;VMware;CouchDB;Elasticsearch;MySQL;Neo4j;PostgreSQL;SQLite
DEV22496,HTML/CSS;JavaScript;PHP;npm;Yarn;Gatsby;jQuery;Node.js;Nuxt.js;Vue.js;AWS;DigitalOcean;Firebase;Heroku;CouchDB;DynamoDB;MySQL;SQLite
DEV22497,C#;HTML/CSS;Python;SQL;Microsoft SQL Server;Oracle
DEV22498,C#;C++;HTML/CSS;JavaScript;SQL;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;SQLite
DEV22499,C;C#;C++
DEV22500,C#;HTML/CSS;JavaScript;PowerShell;npm;Yarn;ASP.NET Core ;Node.js;Vue.js;Microsoft Azure;Microsoft SQL Server
DEV22501,Crystal;Dart;Ruby;Ansible;Docker;Homebrew;Kubernetes;Terraform;Ruby on Rails;AWS;MySQL;PostgreSQL;Redis;SQLite
